asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-AC-C12-0003,null,Haier,HSU-19TCR3C/2017,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C12-0004,IAF251524347,Whirlppol,1.0 ton MGCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C12-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C12-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C12-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C12-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C12-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C12-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C12-0005,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C12-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C12-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-C12-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C12-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C12-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C12-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-C12-0001,LI04248378884,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C12-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C12-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C12-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C12-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C12-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-C12-0001,0BFE7WEM603897Z,Samsung,MS23K3513AK/TL JUNE-2019,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-C12-0001,RR20N1Y1ZSE/HL/2019,Samsung,null,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-C12-0002,null,Godraj,RD EDGE,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-C12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-C12-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C12-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C12-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C12-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-TV-C12-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-C12-0001,03WH5PBM504155Y,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-C12-0001,null,Racold,CDR 15V /2013,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,15-Litres,null,null,null
VH-WH-C12-0002,19020038614030,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-C12-0003,null,null,null,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-C12-0004,19020038461896,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-C21-0001,4552355A19DB01013,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C21-0002,4552355A19DB01004,Voltas,4502515/2019 / Voltas 123 DZX,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C21-0003,4552355A19DB01450,Voltas,Voltas EU 123 DZx,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C21-0004,4552355A19DB01007,Voltas,Voltas EU 123 DZX,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C21-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C21-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C21-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C21-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C21-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C21-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C21-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C21-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-C21-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C21-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C21-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C21-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C21-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C21-0005,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C21-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C21-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C21-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C21-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C21-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C21-0006,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-C21-0001,402NMWW021297,Samsung,MS2043DB,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-C21-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RO-C21-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-C21-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C21-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C21-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C21-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-C21-0001,03WH5PBM504055Z,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-C21-0001,19020038613965,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-C21-0002,19020038613963,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-C21-0003,19020038613961,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-C24-0001,IAF252600214,Whirlppol,1.0 ton MFCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-C24-0002,AL00MJ00Q015UM4B0163,Haier,HS18T-NMW2B,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C24-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-C24-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C24-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-C24-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C24-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C24-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C24-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C24-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-C24-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C24-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C24-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C24-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C24-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-C24-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-C24-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C24-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C24-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-C24-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-C24-0001,LI02247943821,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-C24-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C24-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C24-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C24-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-C24-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MW-C24-0001,246PULCTFU02373,Panasoic,NN-SM25JBFDG,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-C24-0001,null,Samsung,RR20C1723S8/HL/2024,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-C24-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-C24-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C24-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-C24-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-TF-C24-0001,null,null,null,Table Fan (Wall),Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
